FactID,AttritionFlag,MonthlyIncome,YearsAtCompany,PerformanceRating,DistanceFromHome,DepartmentName,JobRoleName,Age,Gender,MaritalStatus,EducationField,RiskLevel
2437,1,10008.00,10,3,7,Research & Development,Manufacturing Director,58,Female,Married,Medical,Low
1913,0,9980.00,10,3,10,Sales,Sales Executive,36,Male,Single,Medical,Low
1486,0,9980.00,10,3,21,Research & Development,Manufacturing Director,29,Female,Divorced,Life Sciences,Low
2421,0,9852.00,10,3,2,Sales,Sales Executive,31,Female,Divorced,Life Sciences,Low
2577,1,9714.00,10,3,1,Sales,Sales Executive,30,Male,Married,Life Sciences,Low
1564,0,10673.00,10,3,1,Research & Development,Healthcare Representative,46,Male,Married,Medical,Low
2706,0,10368.00,10,3,2,Sales,Sales Executive,46,Male,Divorced,Life Sciences,Low
1693,0,12185.00,10,3,11,Research & Development,Research Director,37,Male,Divorced,Other,Low
1684,0,12490.00,10,3,8,Research & Development,Research Director,51,Male,Married,Life Sciences,Low
1742,1,11849.00,10,3,29,Research & Development,Manager,47,Male,Married,Life Sciences,Low
1784,0,11878.00,10,3,5,Research & Development,Manager,33,Female,Married,Life Sciences,Low
1778,0,12061.00,10,3,25,Research & Development,Research Director,38,Female,Married,Life Sciences,Low
2199,0,10739.00,10,3,17,Research & Development,Manufacturing Director,54,Female,Married,Technical Degree,Low
1891,0,11935.00,10,3,3,Research & Development,Research Director,29,Male,Married,Medical,Low
2023,0,11103.00,10,3,9,Research & Development,Healthcare Representative,56,Male,Married,Medical,Low
1916,0,16835.00,10,4,18,Sales,Manager,55,Female,Single,Life Sciences,Low
2655,0,17426.00,10,4,22,Research & Development,Manager,54,Female,Married,Medical,Low
2181,0,17444.00,10,3,17,Sales,Manager,33,Male,Single,Life Sciences,Low
2365,0,17779.00,10,3,3,Research & Development,Research Director,54,Male,Married,Life Sciences,Low
1750,0,19144.00,10,3,4,Research & Development,Research Director,50,Male,Divorced,Life Sciences,Low
2387,0,18789.00,11,3,4,Sales,Manager,46,Female,Married,Marketing,Low
2876,0,11031.00,11,4,10,Research & Development,Research Director,31,Female,Married,Medical,Low
1812,0,11510.00,11,3,15,Research & Development,Research Director,38,Male,Divorced,Life Sciences,Low
1587,0,11631.00,11,3,5,Research & Development,Manager,34,Female,Single,Medical,Low
2256,0,10322.00,11,4,20,Research & Development,Healthcare Representative,40,Male,Married,Technical Degree,Low
2552,0,8606.00,11,3,16,Research & Development,Healthcare Representative,35,Female,Single,Life Sciences,Low
1682,0,8474.00,11,4,1,Research & Development,Manufacturing Director,30,Male,Single,Life Sciences,Low
1768,0,8020.00,11,3,16,Sales,Sales Executive,35,Male,Married,Marketing,Low
2288,0,7779.00,11,4,18,Research & Development,Manufacturing Director,36,Male,Single,Life Sciences,Low
1698,0,7918.00,11,3,1,Sales,Sales Executive,29,Female,Married,Medical,Low
2307,1,7336.00,11,3,23,Sales,Sales Executive,29,Female,Married,Life Sciences,Low
1813,0,7143.00,11,3,7,Research & Development,Manufacturing Director,31,Female,Single,Medical,Low
1610,0,6347.00,11,3,9,Human Resources,Human Resources,30,Male,Married,Human Resources,Low
2881,0,5677.00,11,3,2,Sales,Sales Executive,40,Female,Married,Marketing,Low
1718,0,5957.00,11,3,2,Research & Development,Manufacturing Director,34,Male,Married,Life Sciences,Low
2650,0,5433.00,11,3,3,Research & Development,Research Scientist,34,Female,Divorced,Life Sciences,Low
2724,0,5147.00,11,3,2,Sales,Sales Executive,33,Female,Single,Marketing,Low
2350,0,5220.00,11,3,7,Sales,Sales Executive,60,Male,Divorced,Marketing,Low
1563,0,5209.00,11,3,4,Sales,Sales Executive,30,Female,Divorced,Medical,Low
1565,0,5010.00,11,3,6,Sales,Sales Executive,32,Male,Single,Medical,Low
2657,1,4581.00,11,4,12,Sales,Sales Executive,35,Male,Single,Other,Low
1918,0,4717.00,11,3,1,Sales,Sales Executive,35,Male,Married,Marketing,Low
1546,0,4424.00,11,4,8,Research & Development,Manufacturing Director,31,Female,Single,Life Sciences,Low
2391,0,4444.00,11,3,19,Research & Development,Laboratory Technician,34,Female,Divorced,Medical,Low
2789,0,3812.00,11,3,20,Research & Development,Laboratory Technician,29,Male,Married,Medical,Low
1559,0,4152.00,11,3,2,Research & Development,Healthcare Representative,30,Male,Married,Life Sciences,Low
2371,0,3692.00,11,3,3,Research & Development,Research Scientist,36,Male,Married,Technical Degree,Low
2357,0,3579.00,11,4,1,Research & Development,Research Scientist,30,Male,Married,Medical,Low
2760,0,2592.00,11,3,2,Human Resources,Human Resources,38,Male,Divorced,Human Resources,Low
1897,0,2564.00,11,3,2,Research & Development,Laboratory Technician,30,Female,Single,Medical,Low
2158,0,2519.00,11,4,2,Research & Development,Laboratory Technician,36,Male,Single,Medical,Low
2558,0,2308.00,11,4,7,Sales,Sales Representative,34,Male,Married,Technical Degree,Low
2521,0,3673.00,12,3,9,Research & Development,Laboratory Technician,42,Female,Single,Medical,Low
2883,0,3748.00,12,3,1,Research & Development,Laboratory Technician,30,Male,Married,Medical,Low
1515,0,4011.00,12,4,1,Research & Development,Laboratory Technician,30,Female,Single,Medical,Low
1644,0,3072.00,12,3,9,Research & Development,Laboratory Technician,30,Male,Divorced,Medical,Low
2524,0,4900.00,12,4,1,Research & Development,Research Scientist,57,Male,Married,Life Sciences,Low
2745,0,5468.00,12,3,29,Sales,Sales Executive,31,Female,Married,Marketing,Low
2449,0,6377.00,12,4,2,Research & Development,Healthcare Representative,40,Female,Divorced,Medical,Low
2749,0,8321.00,12,3,10,Research & Development,Healthcare Representative,36,Male,Married,Life Sciences,Low
1629,0,10855.00,12,3,4,Sales,Sales Executive,40,Male,Married,Marketing,Low
1493,0,11994.00,12,3,7,Research & Development,Research Director,34,Female,Single,Life Sciences,Low
2221,0,13320.00,12,3,28,Sales,Sales Executive,44,Female,Married,Medical,Low
2281,0,17465.00,12,3,3,Sales,Manager,46,Male,Married,Marketing,Low
2192,0,13973.00,12,3,24,Research & Development,Manufacturing Director,50,Male,Married,Life Sciences,Low
2120,0,14275.00,12,3,23,Research & Development,Research Director,53,Female,Single,Life Sciences,Low
2551,0,16606.00,13,3,3,Sales,Manager,46,Female,Married,Life Sciences,Low
2828,0,13348.00,13,3,6,Research & Development,Research Director,42,Male,Married,Medical,Low
2118,0,10903.00,13,3,25,Research & Development,Manufacturing Director,35,Male,Married,Technical Degree,Low
2501,0,10793.00,13,3,8,Sales,Sales Executive,31,Male,Divorced,Life Sciences,Low
2061,0,11691.00,13,3,7,Research & Development,Research Director,33,Male,Married,Medical,Low
2892,0,11957.00,13,3,1,Research & Development,Research Director,47,Female,Married,Medical,Low
2633,1,10306.00,13,3,10,Sales,Sales Executive,35,Male,Married,Medical,Low
2359,0,10377.00,13,3,8,Sales,Sales Executive,35,Female,Married,Marketing,Low
1905,0,10648.00,13,4,9,Research & Development,Manufacturing Director,31,Male,Divorced,Life Sciences,Low
1830,0,9699.00,13,3,3,Sales,Sales Executive,36,Male,Married,Medical,Low
1980,0,7725.00,13,4,6,Research & Development,Healthcare Representative,33,Male,Divorced,Life Sciences,Low
1581,0,7484.00,13,4,1,Research & Development,Healthcare Representative,51,Female,Single,Medical,Low
2912,0,6306.00,13,4,1,Research & Development,Healthcare Representative,56,Male,Divorced,Life Sciences,Low
1691,0,5914.00,13,3,5,Research & Development,Laboratory Technician,36,Male,Single,Life Sciences,Low
1777,0,5484.00,13,3,7,Sales,Sales Executive,32,Male,Married,Life Sciences,Low
2318,0,5343.00,13,4,1,Research & Development,Healthcare Representative,34,Male,Single,Medical,Low
1554,0,5329.00,13,3,6,Research & Development,Research Scientist,38,Female,Divorced,Medical,Low
1790,0,5228.00,13,3,8,Sales,Sales Executive,32,Female,Married,Technical Degree,Low
1869,0,4449.00,13,3,25,Research & Development,Research Scientist,37,Female,Married,Medical,Low
2691,0,4502.00,13,3,2,Sales,Sales Representative,36,Female,Single,Life Sciences,Low
2263,1,4508.00,13,4,29,Research & Development,Research Scientist,33,Female,Single,Medical,Low
1865,0,4306.00,13,3,7,Research & Development,Manufacturing Director,31,Female,Married,Medical,Low
2519,0,4759.00,13,3,3,Sales,Sales Executive,34,Male,Single,Other,Low
2658,0,4735.00,13,3,1,Research & Development,Research Scientist,38,Male,Married,Life Sciences,Low
1917,0,6230.00,14,3,10,Sales,Sales Executive,41,Male,Single,Life Sciences,Low
2071,0,6162.00,14,3,4,Research & Development,Manufacturing Director,32,Female,Married,Life Sciences,Low
2326,0,6474.00,14,3,1,Research & Development,Manufacturing Director,37,Female,Married,Life Sciences,Low
2454,0,6687.00,14,3,2,Research & Development,Healthcare Representative,34,Female,Single,Technical Degree,Low
1973,0,8381.00,14,4,1,Sales,Sales Executive,53,Female,Single,Medical,Low
2244,0,8858.00,14,3,12,Research & Development,Manufacturing Director,36,Female,Single,Medical,Low
2354,0,2781.00,14,3,9,Research & Development,Research Scientist,33,Male,Married,Medical,Low
2628,0,4148.00,14,3,8,Research & Development,Healthcare Representative,35,Female,Married,Life Sciences,Low
2681,0,2028.00,14,3,21,Research & Development,Laboratory Technician,33,Male,Married,Medical,Low
2855,0,9888.00,14,4,1,Sales,Sales Executive,34,Male,Single,Marketing,Low
2166,1,10609.00,14,3,1,Sales,Sales Executive,37,Male,Married,Life Sciences,Low
1681,1,10400.00,14,3,4,Sales,Sales Executive,32,Male,Married,Medical,Low
2902,0,10422.00,14,3,1,Sales,Sales Executive,32,Female,Married,Marketing,Low
2648,0,13269.00,14,3,17,Research & Development,Research Director,50,Female,Divorced,Life Sciences,Low
2547,0,16032.00,14,4,11,Research & Development,Manager,54,Female,Divorced,Medical,Low
2526,0,17007.00,14,3,15,Research & Development,Research Director,34,Male,Divorced,Medical,Low
2656,0,17603.00,14,4,15,Research & Development,Research Director,43,Male,Married,Life Sciences,Low
1496,0,19094.00,14,3,5,Research & Development,Manager,53,Female,Divorced,Other,Low
2652,0,13966.00,15,3,6,Research & Development,Healthcare Representative,49,Female,Married,Life Sciences,Low
2152,0,13582.00,15,3,1,Research & Development,Research Director,38,Female,Married,Technical Degree,Low
1526,0,13458.00,15,3,1,Research & Development,Research Director,33,Female,Single,Life Sciences,Low
2207,0,10999.00,15,3,4,Research & Development,Healthcare Representative,48,Male,Single,Life Sciences,Low
2228,0,9725.00,15,3,1,Sales,Sales Executive,34,Male,Divorced,Marketing,Low
2738,0,4001.00,15,3,10,Sales,Sales Executive,34,Male,Divorced,Life Sciences,Low
2679,0,3986.00,15,3,5,Research & Development,Laboratory Technician,34,Male,Married,Medical,Low
1740,0,3210.00,15,3,6,Research & Development,Laboratory Technician,36,Male,Married,Life Sciences,Low
2231,0,7525.00,15,3,2,Sales,Sales Executive,53,Female,Married,Marketing,Low
1600,0,6567.00,15,3,20,Research & Development,Manufacturing Director,49,Female,Married,Medical,Low
2049,0,5980.00,15,3,2,Research & Development,Manufacturing Director,38,Female,Single,Life Sciences,Low
1608,0,5902.00,15,3,4,Sales,Sales Executive,39,Female,Married,Life Sciences,Low
2839,0,5747.00,15,3,22,Research & Development,Research Scientist,34,Male,Married,Other,Low
2439,0,4639.00,15,3,7,Sales,Sales Executive,36,Female,Married,Marketing,Low
2529,1,4599.00,15,4,24,Sales,Sales Executive,34,Female,Single,Medical,Low
1547,0,4312.00,15,3,1,Sales,Sales Executive,35,Male,Single,Marketing,Low
2887,0,4440.00,15,3,1,Sales,Sales Executive,38,Male,Married,Life Sciences,Low
2566,0,5207.00,15,3,28,Research & Development,Laboratory Technician,33,Male,Married,Life Sciences,Low
2918,0,5406.00,15,4,15,Sales,Sales Executive,36,Male,Divorced,Marketing,Low
2276,0,5593.00,15,3,9,Sales,Sales Executive,45,Female,Married,Life Sciences,Low
2398,0,5410.00,16,3,2,Research & Development,Manufacturing Director,36,Female,Single,Life Sciences,Low
2621,0,5208.00,16,3,18,Research & Development,Research Scientist,35,Male,Married,Life Sciences,Low
2249,0,4615.00,16,4,8,Research & Development,Research Scientist,46,Female,Divorced,Life Sciences,Low
1574,0,4809.00,16,3,6,Research & Development,Research Scientist,34,Female,Single,Other,Low
2135,0,6586.00,16,3,14,Research & Development,Healthcare Representative,36,Male,Married,Life Sciences,Low
1815,0,8095.00,16,3,5,Research & Development,Manufacturing Director,35,Male,Single,Technical Degree,Low
2200,0,10388.00,16,3,25,Research & Development,Healthcare Representative,35,Female,Divorced,Medical,Low
2164,1,10325.00,16,3,3,Sales,Sales Executive,36,Male,Married,Life Sciences,Low
1694,0,10609.00,16,3,3,Sales,Sales Executive,38,Male,Divorced,Life Sciences,Low
2903,0,13744.00,16,4,10,Research & Development,Research Director,37,Female,Married,Life Sciences,Low
2772,0,16291.00,16,4,2,Sales,Manager,58,Male,Divorced,Medical,Low
2801,0,19392.00,16,3,6,Research & Development,Manager,43,Female,Married,Medical,Low
1706,0,16064.00,17,4,16,Sales,Manager,43,Female,Married,Marketing,Low
2172,0,14852.00,17,3,2,Sales,Manager,53,Male,Divorced,Medical,Low
2106,0,10685.00,17,4,9,Research & Development,Manufacturing Director,35,Female,Married,Life Sciences,Low
1535,0,10096.00,17,3,8,Research & Development,Healthcare Representative,36,Female,Divorced,Technical Degree,Low
2885,0,8633.00,17,4,25,Research & Development,Healthcare Representative,47,Male,Single,Medical,Low
1979,0,6646.00,17,3,6,Research & Development,Research Scientist,35,Male,Single,Life Sciences,Low
2223,1,2743.00,17,3,16,Research & Development,Laboratory Technician,36,Female,Single,Life Sciences,Low
1756,0,2115.00,17,3,1,Research & Development,Research Scientist,37,Female,Single,Life Sciences,Low
1624,0,2348.00,17,3,9,Research & Development,Laboratory Technician,45,Male,Divorced,Life Sciences,Low
1857,0,3034.00,18,3,14,Research & Development,Laboratory Technician,37,Female,Divorced,Life Sciences,Low
2222,0,6347.00,18,3,1,Sales,Sales Executive,50,Female,Married,Life Sciences,Low
2092,0,6201.00,18,3,1,Sales,Sales Executive,36,Male,Married,Life Sciences,Low
2157,0,4721.00,18,3,6,Research & Development,Laboratory Technician,41,Male,Single,Medical,Low
1775,0,9613.00,18,3,1,Research & Development,Healthcare Representative,39,Male,Divorced,Medical,Low
2004,0,10475.00,18,4,5,Sales,Sales Executive,40,Male,Married,Life Sciences,Low
2627,0,10435.00,18,3,15,Research & Development,Manufacturing Director,40,Female,Married,Life Sciences,Low
1898,0,10266.00,18,3,28,Sales,Sales Executive,60,Female,Married,Marketing,Low
2901,0,13206.00,18,3,10,Research & Development,Research Director,38,Female,Married,Medical,Low
2308,0,13499.00,18,3,9,Research & Development,Research Director,40,Female,Single,Medical,Low
2284,1,12169.00,18,3,2,Research & Development,Healthcare Representative,39,Male,Divorced,Life Sciences,Low
1937,0,16595.00,18,3,2,Sales,Manager,41,Female,Married,Life Sciences,Low
2187,0,19419.00,18,3,9,Research & Development,Research Director,41,Male,Divorced,Medical,Low
2426,0,19187.00,19,3,2,Research & Development,Manager,55,Female,Married,Medical,Low
2408,0,17123.00,19,3,13,Research & Development,Manager,39,Female,Divorced,Medical,Low
2819,0,16823.00,19,3,1,Research & Development,Manager,40,Male,Divorced,Life Sciences,Low
2446,1,13695.00,19,3,13,Sales,Sales Executive,55,Male,Single,Marketing,Low
2447,0,13402.00,19,3,23,Research & Development,Manufacturing Director,56,Male,Married,Life Sciences,Low
2798,0,13225.00,19,3,3,Sales,Sales Executive,46,Female,Divorced,Technical Degree,Low
1722,0,10938.00,19,4,2,Research & Development,Healthcare Representative,39,Female,Single,Technical Degree,Low
2178,0,5067.00,19,3,16,Research & Development,Manufacturing Director,47,Male,Divorced,Medical,Low
2422,0,6151.00,19,3,10,Sales,Sales Executive,41,Male,Single,Medical,Low
1689,0,8865.00,19,3,6,Sales,Sales Executive,45,Female,Single,Medical,Low
2255,0,8823.00,19,3,17,Research & Development,Healthcare Representative,38,Female,Married,Life Sciences,Low
1752,0,4907.00,20,4,1,Sales,Sales Executive,42,Male,Married,Life Sciences,Low
1621,0,5605.00,20,3,26,Research & Development,Research Scientist,40,Female,Divorced,Medical,Low
2346,0,4541.00,20,4,29,Research & Development,Research Scientist,44,Male,Single,Other,Low
1997,0,4553.00,20,3,2,Research & Development,Healthcare Representative,39,Female,Single,Technical Degree,Low
2875,0,4332.00,20,3,23,Research & Development,Research Scientist,42,Male,Single,Life Sciences,Low
1994,0,3221.00,20,3,28,Research & Development,Laboratory Technician,50,Male,Married,Medical,Low
2466,0,4081.00,20,3,6,Research & Development,Research Scientist,43,Female,Single,Medical,Low
2844,0,2133.00,20,3,8,Research & Development,Research Scientist,38,Female,Divorced,Medical,Low
1919,0,13237.00,20,3,6,Research & Development,Manufacturing Director,40,Female,Single,Life Sciences,Low
2874,0,13341.00,20,3,15,Sales,Sales Executive,39,Male,Single,Marketing,Low
1739,0,13496.00,20,3,20,Research & Development,Healthcare Representative,45,Male,Married,Medical,Low
2933,0,12031.00,20,3,24,Sales,Sales Executive,39,Female,Married,Marketing,Low
2564,0,10124.00,20,3,2,Research & Development,Healthcare Representative,42,Male,Married,Life Sciences,Low
2260,1,10482.00,20,3,1,Human Resources,Human Resources,44,Male,Married,Medical,Low
1766,0,13525.00,20,3,26,Sales,Sales Executive,42,Female,Married,Marketing,Low
2916,0,13570.00,20,4,28,Research & Development,Manufacturing Director,41,Female,Married,Life Sciences,Low
1665,0,16792.00,20,4,2,Research & Development,Manager,45,Male,Married,Medical,Low
2470,0,16799.00,20,3,10,Human Resources,Manager,42,Female,Married,Human Resources,Low
2087,0,16307.00,20,3,26,Sales,Manager,51,Female,Married,Marketing,Low
2549,0,16328.00,20,3,28,Research & Development,Research Director,44,Male,Married,Life Sciences,Low
2495,0,17169.00,20,3,2,Research & Development,Research Director,47,Female,Married,Medical,Low
2479,0,17328.00,20,3,1,Research & Development,Research Director,54,Female,Single,Medical,Low
2425,0,17861.00,20,3,2,Research & Development,Manager,42,Male,Married,Life Sciences,Low
1888,0,18041.00,20,3,2,Sales,Manager,40,Female,Married,Life Sciences,Low
1657,0,19033.00,20,3,4,Research & Development,Manager,40,Female,Married,Medical,Low
2285,0,19626.00,20,3,14,Research & Development,Research Director,40,Male,Single,Medical,Low
1594,0,19537.00,20,3,6,Research & Development,Research Director,51,Male,Single,Life Sciences,Low
2713,0,19833.00,21,3,7,Sales,Manager,40,Male,Single,Medical,Low
2217,0,19973.00,21,4,7,Research & Development,Research Director,41,Female,Divorced,Life Sciences,Low
1728,0,19436.00,21,3,2,Research & Development,Research Director,40,Male,Divorced,Medical,Low
1797,0,19272.00,21,3,7,Research & Development,Manager,39,Male,Married,Medical,Low
2006,0,19141.00,21,3,10,Human Resources,Manager,41,Male,Divorced,Human Resources,Low
1871,0,19197.00,21,3,1,Research & Development,Manager,39,Male,Divorced,Life Sciences,Low
1785,0,17068.00,21,3,10,Research & Development,Manager,39,Male,Married,Medical,Low
2567,0,16437.00,21,4,6,Human Resources,Manager,40,Male,Single,Medical,Low
2696,0,16704.00,21,3,28,Research & Development,Research Director,45,Female,Single,Technical Degree,Low
2309,1,13758.00,21,3,12,Sales,Sales Executive,42,Male,Single,Life Sciences,Low
2397,0,10231.00,21,3,4,Sales,Sales Executive,43,Female,Single,Marketing,Low
2209,0,12742.00,21,3,1,Research & Development,Manufacturing Director,39,Female,Married,Life Sciences,Low
2224,0,10880.00,21,3,22,Research & Development,Manufacturing Director,39,Female,Single,Medical,Low
1534,0,7637.00,21,3,25,Sales,Sales Executive,59,Female,Single,Life Sciences,Low
1561,0,13503.00,22,4,1,Research & Development,Healthcare Representative,40,Male,Married,Life Sciences,Low
1499,0,10248.00,22,3,7,Research & Development,Healthcare Representative,44,Female,Married,Medical,Low
2774,0,10333.00,22,3,4,Research & Development,Manufacturing Director,47,Female,Divorced,Life Sciences,Low
2766,0,10447.00,22,3,4,Sales,Sales Executive,41,Female,Divorced,Marketing,Low
2015,0,13770.00,22,3,3,Sales,Sales Executive,47,Female,Divorced,Medical,Low
1771,0,16015.00,22,3,2,Sales,Manager,41,Male,Single,Life Sciences,Low
2822,0,17174.00,22,3,22,Research & Development,Manager,48,Female,Divorced,Medical,Low
2270,0,17665.00,22,3,2,Research & Development,Manager,42,Male,Married,Medical,Low
2378,0,18213.00,22,3,5,Sales,Manager,44,Male,Married,Marketing,Low
1702,0,19232.00,22,3,4,Research & Development,Manager,42,Male,Married,Technical Degree,Low
2914,0,18880.00,22,3,2,Research & Development,Manager,42,Male,Married,Life Sciences,Low
2009,0,19189.00,22,3,1,Human Resources,Manager,41,Male,Married,Human Resources,Low
2611,0,19049.00,22,3,7,Research & Development,Research Director,44,Female,Divorced,Medical,Low
2802,0,19665.00,22,3,10,Research & Development,Research Director,48,Male,Married,Life Sciences,Low
1516,1,19545.00,22,3,12,Research & Development,Research Director,41,Female,Married,Technical Degree,Low
2694,1,12936.00,23,3,9,Sales,Sales Executive,47,Male,Married,Life Sciences,Low
2692,0,10748.00,23,4,1,Research & Development,Healthcare Representative,45,Male,Married,Life Sciences,Low
1649,0,10453.00,24,4,1,Sales,Sales Executive,46,Female,Divorced,Marketing,Low
2384,1,18824.00,24,3,2,Sales,Manager,45,Female,Single,Marketing,Low
1658,0,18722.00,24,3,14,Research & Development,Research Director,55,Male,Single,Medical,Low
1715,0,19202.00,24,3,1,Research & Development,Manager,45,Male,Married,Other,Low
2055,0,18430.00,24,3,8,Research & Development,Manager,42,Male,Divorced,Life Sciences,Low
1782,0,5210.00,24,3,7,Research & Development,Laboratory Technician,45,Male,Divorced,Life Sciences,Low
2393,0,19190.00,25,3,4,Research & Development,Manager,44,Male,Divorced,Life Sciences,Low
1590,0,16959.00,25,3,26,Sales,Manager,43,Male,Married,Life Sciences,Low
1489,0,15427.00,25,3,2,Sales,Manager,53,Female,Married,Life Sciences,Low
1861,0,14336.00,25,3,12,Research & Development,Research Director,43,Male,Divorced,Life Sciences,Low
2332,0,17048.00,26,4,2,Sales,Manager,46,Female,Married,Marketing,Low
2063,0,16752.00,26,3,2,Research & Development,Manager,47,Female,Married,Other,Low
2606,0,17567.00,26,3,1,Sales,Manager,46,Male,Single,Life Sciences,Low
2148,0,7403.00,26,3,8,Research & Development,Laboratory Technician,49,Female,Married,Other,Low
1533,0,18740.00,27,3,7,Research & Development,Research Director,50,Female,Divorced,Medical,Low
1896,0,17046.00,27,3,29,Research & Development,Manager,50,Male,Married,Life Sciences,Low
1882,0,19566.00,29,3,7,Research & Development,Manager,60,Female,Married,Life Sciences,Low
2389,0,19847.00,29,4,9,Sales,Manager,51,Male,Divorced,Life Sciences,Low
2609,0,11245.00,30,3,20,Research & Development,Healthcare Representative,50,Male,Married,Medical,Low
2066,1,19246.00,31,3,2,Research & Development,Research Director,58,Male,Single,Life Sciences,Low
1944,0,19502.00,31,3,18,Research & Development,Research Director,49,Male,Divorced,Life Sciences,Low
2124,0,17924.00,31,3,2,Research & Development,Manager,50,Male,Divorced,Life Sciences,Low
1948,0,18200.00,32,3,3,Human Resources,Manager,50,Male,Married,Medical,Low
2557,0,14411.00,32,3,22,Research & Development,Research Director,50,Male,Single,Medical,Low
2220,1,19845.00,32,3,2,Sales,Manager,52,Female,Married,Marketing,Low
1661,0,19999.00,33,3,1,Research & Development,Manager,52,Male,Married,Life Sciences,Low
2433,0,14026.00,33,3,5,Human Resources,Manager,51,Male,Divorced,Life Sciences,Low
2385,0,13577.00,33,3,8,Research & Development,Healthcare Representative,55,Male,Divorced,Medical,Low
1708,0,19068.00,33,3,2,Sales,Manager,52,Male,Single,Life Sciences,Low
2582,1,10169.00,33,3,2,Research & Development,Manufacturing Director,53,Female,Married,Technical Degree,Low
2032,0,16856.00,34,3,3,Sales,Manager,52,Male,Married,Marketing,Low
1741,0,19045.00,36,3,1,Research & Development,Manager,55,Male,Single,Medical,Low
2587,0,19586.00,36,4,26,Sales,Manager,55,Male,Married,Marketing,Low
1569,0,13872.00,37,3,10,Sales,Sales Executive,58,Male,Single,Medical,Low
1597,1,10312.00,40,3,23,Research & Development,Healthcare Representative,58,Female,Married,Medical,Low
